Urban,Pop2010,OHU2010,PovertyRate,MedianFamilyIncome,TractLOWI,LA1and10
1,3706,1576,27.8,41410.0,1800.0,1
1,4788,2248,15.5,57183.0,1888.0,1
1,5852,274,7.6,58393.0,520.0,1
1,2136,1006,6.5,157875.0,291.0,1
1,2827,1068,3.1,80050.0,465.0,1
1,1109,575,6.5,145288.0,204.0,1
1,7707,3056,7.1,83457.0,1732.0,1
1,3978,1674,7.0,83281.0,1021.0,1
1,5178,1816,12.8,67333.0,1739.0,1
1,2925,1115,13.8,72277.0,899.0,1
1,3152,1197,26.4,34815.0,1500.0,1
1,5177,2133,14.4,55515.0,2742.0,1
1,2568,1130,23.4,49375.0,1232.0,1
1,4912,2039,7.7,65132.0,783.0,1
1,2749,1186,27.0,45179.0,1672.0,1
1,3223,699,6.9,53611.0,638.0,1
1,4076,1717,25.4,44797.0,2533.0,1
1,6869,2631,14.5,52403.0,2337.0,0
1,5436,1844,15.3,42342.0,2010.0,1
1,5225,2098,9.3,47478.0,1523.0,1
1,4685,1808,7.4,64470.0,1092.0,1
1,2863,1071,7.6,66875.0,737.0,1
1,4119,1584,8.5,71122.0,1383.0,1
1,2696,776,10.2,74457.0,445.0,1
1,7175,2701,8.9,56550.0,1662.0,1
1,2212,790,20.2,56917.0,624.0,1
1,4176,1686,3.0,65882.0,915.0,1
1,6649,2758,5.0,62188.0,1052.0,1
1,5187,2234,17.7,56091.0,1623.0,0
1,6239,2794,12.5,62708.0,2513.0,1
1,3586,1635,17.9,54943.0,2133.0,0
1,4208,1857,25.6,57917.0,2280.0,1
1,5331,2686,14.7,51841.0,2694.0,0
1,6568,2648,14.8,49907.0,3558.0,1
0,6653,2450,4.1,79657.0,1698.0,0
1,3479,853,30.0,67891.0,761.0,1
1,7254,2873,11.2,69394.0,2409.0,1
1,3693,1499,12.8,59806.0,1058.0,1
1,6381,2349,2.3,86402.0,1153.0,1
1,5337,2149,5.6,72675.0,1013.0,1
1,4690,1799,3.0,86778.0,580.0,1
0,3945,1456,8.8,75625.0,683.0,0
1,5310,1983,23.6,72267.0,1931.0,1
0,3896,1352,5.7,75057.0,868.0,0
0,4366,1680,8.3,69777.0,770.0,1
0,5068,1929,10.0,66387.0,1180.0,1
0,4791,1223,10.9,49732.0,1031.0,0
1,2408,1145,18.1,56143.0,954.0,0
1,3986,1657,12.4,54728.0,1467.0,1
1,3663,1713,6.1,77098.0,914.0,1
1,2862,1382,10.7,89659.0,662.0,1
1,4317,1937,11.9,52997.0,1713.0,1
1,7924,2716,15.6,61510.0,3038.0,1
1,7274,2909,9.1,62026.0,2314.0,1
0,4764,1854,16.7,46850.0,2181.0,0
0,5463,2216,14.9,66610.0,1871.0,0
0,6021,2180,20.4,67151.0,2790.0,0
1,6853,2714,10.9,52181.0,2545.0,1
1,3826,1597,9.7,59638.0,1262.0,1
1,6321,2663,7.1,56032.0,2112.0,1
1,5246,1906,12.4,48182.0,2616.0,1
1,5523,1997,18.8,47480.0,2720.0,1
1,6965,2489,5.4,57361.0,2951.0,1
0,4598,2138,9.4,71157.0,1521.0,0
1,3217,1682,7.3,76094.0,622.0,1
1,2120,1112,6.4,104521.0,423.0,1
0,2345,1179,11.5,64330.0,746.0,0
0,3966,1168,34.1,38375.0,1484.0,0
0,3089,1210,20.3,48382.0,1202.0,0
0,2804,1004,13.7,60966.0,975.0,0
0,1690,872,11.5,74125.0,622.0,0
0,4802,2035,13.7,64068.0,1276.0,0
0,6121,2490,20.0,49598.0,2283.0,0
0,5540,1913,17.2,46790.0,2217.0,0
0,5664,1756,36.3,49375.0,2751.0,0
0,6008,2253,14.3,66286.0,1616.0,0
0,4036,1516,8.2,64900.0,1154.0,0
1,3457,1247,36.1,40217.0,1652.0,1
0,5992,1933,43.9,28313.0,3732.0,0
0,4769,1809,30.5,46094.0,2883.0,1
0,5358,2163,23.7,38922.0,2903.0,0
0,2112,824,9.4,57500.0,632.0,0
0,3040,792,11.6,61250.0,656.0,0
0,3145,1185,10.6,64344.0,1080.0,0
0,3284,1157,24.3,43167.0,1756.0,0
0,2266,1140,9.9,44824.0,938.0,1
0,6870,2521,20.8,50063.0,3117.0,1
1,3748,872,13.3,48984.0,976.0,1
0,8337,2175,17.2,45554.0,2008.0,0
0,3076,1382,8.6,53333.0,1735.0,0
0,4450,1778,15.2,71343.0,1202.0,1
0,8204,2073,24.3,51279.0,2452.0,0
0,4835,1804,37.4,37378.0,2262.0,1
0,1760,740,25.0,35536.0,885.0,1
0,4146,1325,26.8,57411.0,1912.0,0
0,3827,1300,27.3,47699.0,2077.0,1
1,4110,1150,32.3,37656.0,2726.0,1
0,959,370,13.1,66205.0,388.0,0
0,8169,2060,31.7,50296.0,3968.0,1
0,6520,2040,20.1,43788.0,3385.0,0
1,7204,2346,24.4,41910.0,3207.0,0
0,7112,2210,32.0,44574.0,4495.0,0
0,7804,2290,27.7,42971.0,4190.0,0
0,3912,1184,26.1,52852.0,2424.0,0
1,7530,2601,19.6,43859.0,4103.0,1
0,5578,1394,35.7,48713.0,2423.0,1
0,4785,1954,8.4,54580.0,1401.0,0
0,2097,849,8.9,48450.0,741.0,0
0,2681,1064,24.8,50372.0,1348.0,0
0,6242,2477,8.3,62283.0,2304.0,0
0,1684,665,20.9,63063.0,540.0,0
0,4060,1645,14.5,66738.0,1470.0,0
0,2536,1049,19.0,67750.0,883.0,0
1,3179,1499,18.6,38063.0,1268.0,1
1,3777,1706,23.2,28864.0,2221.0,0
1,3181,1233,17.8,51510.0,1654.0,1
0,2525,1017,15.8,50250.0,1162.0,0
0,2973,1189,15.1,54868.0,1084.0,0
0,5346,1905,11.6,60703.0,2223.0,0
1,5029,1939,15.2,54238.0,1593.0,1
1,3686,1870,13.5,49143.0,1360.0,1
1,4420,2319,8.8,44947.0,1377.0,1
1,5646,2416,15.7,43836.0,2401.0,1
1,6141,2645,4.9,69283.0,1405.0,1
1,5862,2164,9.4,58368.0,2174.0,1
1,2581,1023,8.3,59102.0,797.0,1
1,6476,2433,11.3,56019.0,2194.0,1
1,4736,1836,7.5,74000.0,1138.0,1
0,3592,1370,18.9,55787.0,1537.0,0
1,4351,1310,8.8,72606.0,931.0,1
1,3018,1115,24.0,50707.0,1312.0,1
1,6378,2448,8.6,65133.0,2362.0,1
1,2200,835,11.8,60179.0,765.0,1
1,6310,2388,22.4,54451.0,3730.0,1
1,3959,1636,16.0,45676.0,1957.0,1
1,2489,1026,12.8,50671.0,1137.0,1
1,4199,1773,17.6,51250.0,2298.0,0
1,3832,1557,13.5,54375.0,1447.0,0
1,3557,1434,16.6,53344.0,1681.0,0
1,4029,1706,12.8,52500.0,1632.0,1
1,3147,1389,33.3,34875.0,1980.0,1
1,2992,1265,13.5,43476.0,1333.0,0
1,2548,1451,6.9,63750.0,474.0,1
1,1795,1085,10.2,60694.0,407.0,1
1,1462,855,8.6,56591.0,354.0,0
1,5779,2269,27.9,38750.0,3019.0,1
1,5269,2183,9.8,54416.0,1343.0,1
0,3027,1410,24.9,48750.0,1117.0,0
1,3686,1603,15.0,60592.0,900.0,1
0,5516,2740,10.6,56328.0,1851.0,0
0,2593,1247,7.2,61116.0,719.0,0
1,1449,578,24.3,47857.0,603.0,1
1,4720,2054,26.8,39578.0,1863.0,1
0,4246,1738,25.7,42857.0,2350.0,0
1,4448,1542,33.8,34464.0,3559.0,0
1,7150,2682,27.9,38991.0,3908.0,1
0,1069,526,12.2,36694.0,766.0,0
1,7115,3327,12.1,52038.0,1905.0,1
1,2801,1187,6.3,52641.0,956.0,0
1,5527,2774,11.8,42813.0,2650.0,1
0,3438,1579,7.7,47375.0,1296.0,0
1,2635,867,28.2,35595.0,1267.0,0
0,2452,1027,22.9,40417.0,1441.0,0
0,4432,1982,15.0,56692.0,1829.0,1
1,3845,1799,33.2,38661.0,2435.0,0
1,4794,2108,18.5,34488.0,2867.0,1
0,6271,2600,5.1,63609.0,1642.0,0
0,4554,2316,13.3,42682.0,2010.0,0
0,5387,2396,5.8,58889.0,1231.0,0
1,5124,2352,14.6,38081.0,2430.0,1
0,1318,587,13.9,51932.0,328.0,1
0,1036,434,10.0,70694.0,303.0,0
1,6276,2505,42.5,36383.0,4174.0,1
1,6079,2386,25.7,36272.0,2758.0,1
0,26,10,0.0,,9.0,0
0,1,1,0.0,,0.0,0
1,4308,1727,29.4,69938.0,1959.0,0
1,5093,2112,39.5,34688.0,4173.0,0
1,2796,1241,44.0,23496.0,2547.0,0
1,4825,1687,32.9,38443.0,3788.0,0
1,7000,2337,29.5,40109.0,6057.0,1
1,2308,831,18.6,47500.0,1361.0,0
1,2485,1075,15.2,43220.0,1521.0,0
1,3779,1591,18.2,57394.0,1329.0,0
1,3964,1570,26.5,40606.0,3115.0,0
1,2583,974,21.5,34960.0,1725.0,0
1,5724,1863,37.3,31141.0,4379.0,1
1,3264,1137,19.6,45755.0,1854.0,1
1,2567,983,32.4,34832.0,1781.0,0
1,4457,2195,16.7,36485.0,2079.0,0
1,3285,1191,30.5,31184.0,3062.0,0
1,5172,1825,31.5,32683.0,3025.0,0
1,2166,922,18.5,51875.0,1130.0,1
1,2879,1112,22.9,38523.0,1424.0,0
1,5706,2257,23.5,45106.0,3159.0,0
1,4462,1670,30.3,39245.0,2519.0,0
1,2412,1080,3.4,95500.0,304.0,0
1,1923,881,5.2,74375.0,448.0,0
1,4184,1700,20.7,63285.0,1755.0,0
1,4129,1471,37.3,31273.0,3178.0,0
1,2831,927,45.4,33068.0,2449.0,0
1,2729,851,35.0,42344.0,2026.0,0
1,2701,1015,25.6,54018.0,1499.0,0
1,1580,684,14.9,66250.0,834.0,0
1,3057,1291,12.1,59688.0,1280.0,0
1,3792,1647,24.3,61188.0,1601.0,0
1,6637,2853,30.1,34403.0,3631.0,0
1,1784,655,36.1,28611.0,763.0,0
1,6888,2672,15.5,43513.0,3111.0,0
1,2792,1257,13.9,77464.0,1132.0,0
1,1922,774,21.0,48625.0,1100.0,0
1,2914,948,51.0,25282.0,2004.0,0
1,2673,966,32.4,31152.0,1682.0,0
1,2463,929,30.3,32697.0,1680.0,0
1,2063,783,45.2,28333.0,1451.0,0
1,3009,971,42.0,30081.0,1975.0,0
1,2416,827,30.8,34183.0,1652.0,0
1,4333,1356,39.6,32292.0,3298.0,1
1,2014,390,30.4,28750.0,553.0,1
1,1047,400,31.7,41417.0,645.0,1
1,1975,1158,44.1,,1208.0,1
1,140,34,46.8,,497.0,0
1,1835,739,39.5,39138.0,969.0,0
1,1055,372,30.3,85125.0,572.0,1
1,3052,1180,74.5,,1673.0,0
1,2071,735,37.6,29464.0,1221.0,0
1,4244,1461,21.1,46917.0,1846.0,0
1,2958,1428,11.4,83328.0,1139.0,0
1,2245,1136,19.2,55900.0,957.0,0
1,3886,1598,23.1,54183.0,1626.0,0
1,3982,2119,26.8,63224.0,1789.0,0
1,5505,1180,39.3,35636.0,1999.0,0
1,1134,832,23.6,100568.0,530.0,0
1,3533,2042,4.8,180096.0,401.0,0
1,1844,1185,7.8,150850.0,541.0,0
1,1965,668,30.8,35208.0,1151.0,1
1,5465,2572,4.6,123654.0,593.0,1
1,1931,1062,8.1,125972.0,313.0,0
1,3670,2089,15.5,106385.0,1183.0,0
1,4363,1958,7.5,111902.0,989.0,0
1,5863,2295,4.2,181591.0,630.0,1
1,5271,2201,4.1,221161.0,548.0,0
1,3073,1547,3.9,188148.0,419.0,0
1,3539,2277,8.2,137372.0,700.0,0
1,3526,1555,4.9,133963.0,598.0,0
1,3733,1499,2.1,134861.0,339.0,0
1,3830,1464,6.6,159545.0,405.0,1
1,3100,1600,16.3,78152.0,1281.0,1
1,1783,1190,20.2,121250.0,710.0,1
1,3736,1912,9.9,68523.0,1171.0,0
1,5381,2329,7.5,155568.0,713.0,0
1,4461,2088,9.5,73175.0,1518.0,0
1,3042,1490,2.2,115524.0,404.0,1
1,5214,2239,5.8,81493.0,726.0,1
1,3491,1473,13.2,73061.0,990.0,0
1,3165,1268,34.3,36310.0,1802.0,1
1,2386,1368,11.2,110417.0,1037.0,1
1,3768,1503,10.1,63162.0,1595.0,1
1,3753,1599,6.9,84335.0,600.0,1
1,1643,405,6.6,70598.0,896.0,1
0,4661,1549,14.0,76373.0,1297.0,0
1,4788,1587,22.2,61111.0,1864.0,1
1,5144,1743,10.8,72167.0,1862.0,1
0,3646,1676,20.4,48349.0,1483.0,0
0,2144,799,7.9,64858.0,899.0,0
1,1977,826,25.6,36500.0,1003.0,0
1,5024,1844,18.2,62719.0,2750.0,1
1,7637,2672,7.5,102273.0,1722.0,1
1,9162,3058,6.3,103750.0,2562.0,1
1,3839,1370,9.2,82361.0,1133.0,1
1,5238,1919,7.4,96250.0,1705.0,1
1,5031,1688,5.5,127667.0,615.0,1
0,1966,748,18.4,57500.0,822.0,0
0,267,120,8.9,54135.0,82.0,0
1,2969,1179,17.2,41406.0,1966.0,1
0,3817,1367,11.1,83226.0,871.0,0
1,3665,1266,21.1,53683.0,1637.0,1
1,5350,2342,19.1,45789.0,3074.0,1
1,5094,1972,12.3,41019.0,3399.0,1
1,5024,2015,30.4,40870.0,3802.0,1
1,2128,829,18.7,57344.0,1052.0,1
1,3231,1260,10.3,72750.0,856.0,1
1,5798,2233,10.3,80625.0,1154.0,1
1,3033,1097,16.6,80125.0,782.0,0
1,4943,1708,39.2,27632.0,4194.0,0
1,2956,1359,33.0,26532.0,1474.0,0
1,2618,1264,35.8,72083.0,1567.0,0
1,3206,1550,6.7,77542.0,727.0,1
1,5827,2700,29.3,40391.0,3209.0,1
1,4479,2128,48.7,45313.0,4196.0,0
1,4923,2605,49.2,17238.0,3473.0,0
1,2331,1213,24.5,48950.0,1008.0,0
1,1592,666,38.1,26344.0,1234.0,0
1,3583,1480,34.5,28892.0,3113.0,0
1,3687,1391,42.0,25625.0,3284.0,0
1,4515,1639,31.8,27383.0,3532.0,0
1,5160,132,100.0,,11.0,0
1,4520,2121,22.3,47885.0,2409.0,1
1,2804,1022,4.2,108611.0,282.0,1
1,5115,1833,4.9,86625.0,1270.0,1
1,3218,1206,2.3,102936.0,256.0,1
0,6264,2628,10.4,106854.0,1393.0,0
1,5199,2377,29.2,80724.0,2240.0,1
1,5448,1892,2.2,125969.0,430.0,1
1,3253,1363,17.1,120917.0,1009.0,1
1,740,351,4.4,66630.0,248.0,0
1,6140,2842,21.3,71397.0,2305.0,1
1,3125,1226,9.4,106202.0,906.0,1
1,3558,1301,4.2,114167.0,542.0,0
1,1920,936,10.6,54896.0,607.0,1
1,6517,2559,8.3,101516.0,1132.0,1
1,1444,663,10.5,105469.0,397.0,0
1,2984,1136,4.8,110380.0,533.0,1
1,3008,1407,7.0,86500.0,657.0,1
1,6029,2575,23.9,57992.0,2293.0,0
1,2697,1180,10.8,98259.0,535.0,1
1,2852,1268,30.0,42981.0,1413.0,0
1,3041,1246,6.8,99531.0,584.0,0
1,2977,1373,11.0,84167.0,1026.0,0
1,5084,2113,4.2,114135.0,565.0,1
1,2279,1169,5.7,120000.0,273.0,0
1,2793,1070,5.3,81838.0,472.0,0
1,2884,1281,4.9,103977.0,479.0,0
1,5887,2099,2.4,109375.0,1113.0,1
1,1762,564,3.4,83450.0,286.0,0
1,3221,1450,12.9,68060.0,942.0,1
1,5763,2093,9.0,103662.0,1536.0,0
1,6825,2351,18.2,59028.0,2886.0,1
1,5152,2104,6.3,75947.0,1031.0,0
1,6658,2561,9.5,62768.0,2348.0,0
1,4528,1886,15.8,52785.0,1891.0,0
1,3719,1684,6.6,94167.0,809.0,1
1,2101,815,5.9,103750.0,410.0,1
1,7333,2776,6.3,106173.0,1371.0,1
1,7312,3039,3.8,116790.0,1101.0,1
1,6354,2166,4.1,110543.0,724.0,1
1,3357,1074,2.2,111875.0,386.0,1
1,3658,1263,1.6,132695.0,421.0,1
1,5718,2075,4.1,85875.0,752.0,1
1,3494,1283,8.1,98269.0,626.0,1
1,3047,1271,7.4,90682.0,463.0,0
1,9220,3147,2.3,128600.0,658.0,1
0,4161,1453,3.0,147411.0,435.0,0
1,2134,779,1.7,139453.0,95.0,0
1,4968,1928,3.6,138977.0,547.0,1
1,4268,2182,5.1,78942.0,1022.0,1
1,3791,1417,7.3,107250.0,451.0,1
1,1776,564,2.4,112115.0,234.0,1
1,4822,2254,6.7,66667.0,1517.0,0
1,4107,1497,18.4,73015.0,1783.0,0
1,6748,2188,21.8,47034.0,3553.0,0
1,6233,2651,5.3,63506.0,1448.0,1
1,7558,2898,23.3,78906.0,3200.0,1
1,1089,380,3.8,108333.0,160.0,1
1,5142,2070,14.7,46066.0,2539.0,0
1,4154,1502,14.2,49589.0,1623.0,0
1,6423,2414,14.3,75382.0,2185.0,0
1,5666,1942,17.1,50526.0,2312.0,0
1,6854,2257,28.3,40301.0,3350.0,0
1,4156,1554,26.0,41741.0,2571.0,0
1,7227,2949,11.8,53085.0,3238.0,1
1,3953,2098,14.2,125735.0,918.0,1
1,870,454,2.7,79625.0,151.0,0
1,5870,2959,9.7,80042.0,1502.0,0
1,4903,2140,7.7,66538.0,1579.0,1
1,6670,2154,22.0,43173.0,3300.0,0
1,6738,2951,19.1,44538.0,3014.0,0
1,5649,1794,15.3,43322.0,2912.0,0
1,4746,2325,23.9,50180.0,2683.0,0
1,7183,2740,18.6,38469.0,5074.0,0
1,1803,927,16.0,38750.0,856.0,0
1,1426,529,33.8,36750.0,985.0,0
1,4375,1676,20.9,46711.0,2248.0,0
1,2511,935,15.5,50346.0,1186.0,1
1,3652,1210,22.9,40833.0,1944.0,0
1,5264,2130,28.7,44120.0,4440.0,1
1,6993,2632,25.3,45544.0,3983.0,1
1,4849,1712,16.0,87609.0,1642.0,1
1,4845,1676,17.4,48804.0,1887.0,1
1,3010,1109,7.1,68214.0,1257.0,1
1,5917,2115,9.0,80016.0,1325.0,1
1,6761,2367,8.3,77463.0,1888.0,1
1,6208,2108,2.6,95098.0,818.0,1
1,4638,1467,11.0,84914.0,1207.0,1
1,4530,1872,20.3,58432.0,2463.0,1
1,2688,60,25.6,,23.0,1
1,4506,1772,27.6,42045.0,2018.0,0
1,4392,1700,2.9,68242.0,1251.0,1
1,5998,2287,9.2,66383.0,1816.0,1
1,2975,1166,19.6,52344.0,1623.0,0
1,4775,1737,19.9,61544.0,1679.0,0
0,5189,1588,27.1,58847.0,2126.0,0
1,3484,876,30.7,53555.0,1451.0,1
1,5507,1648,28.9,48686.0,3618.0,1
1,3951,1409,17.8,57333.0,1717.0,1
1,4407,1792,12.0,85486.0,1195.0,1
1,3024,1062,2.8,99907.0,588.0,1
1,5407,1889,17.1,54490.0,1934.0,0
1,6291,2015,10.0,47714.0,3866.0,0
1,3374,1291,16.5,59701.0,1880.0,1
1,3646,1251,14.2,54315.0,1507.0,1
1,2942,961,34.8,35625.0,2386.0,0
1,3808,1215,11.0,57833.0,1997.0,1
1,4374,1369,15.3,54945.0,1768.0,1
1,3432,1069,20.8,51449.0,1537.0,1
1,3984,1140,20.7,71759.0,1560.0,1
0,2793,916,20.5,67614.0,1100.0,0
1,3358,1188,7.0,90039.0,490.0,0
1,2946,1415,8.2,51579.0,1309.0,1
1,8030,2683,9.3,73690.0,2102.0,1
1,5818,1939,3.2,104840.0,935.0,1
1,3935,1307,10.6,95060.0,811.0,1
1,4939,1727,0.6,125850.0,196.0,1
1,4436,1545,5.5,89073.0,609.0,1
1,3888,1591,11.7,47500.0,1551.0,0
1,2748,1090,10.4,74583.0,650.0,1
1,2821,1244,12.5,60662.0,1202.0,0
1,4363,1516,8.0,67297.0,1334.0,0
1,4750,1713,9.7,75288.0,1391.0,1
1,2799,1009,3.7,72969.0,769.0,1
1,3185,1687,13.3,65444.0,1872.0,1
1,2493,1049,24.0,37642.0,1902.0,0
1,2001,1076,31.6,43750.0,1014.0,0
1,3161,1543,9.2,60714.0,1470.0,0
1,4640,2278,10.3,59482.0,1861.0,0
1,3894,1688,11.1,63750.0,1166.0,0
1,6975,2645,10.8,61385.0,2020.0,1
1,7109,2871,9.9,65114.0,2242.0,1
1,1241,504,22.3,48438.0,872.0,1
1,6749,2355,7.0,98337.0,1286.0,1
1,4697,1588,4.4,101151.0,1008.0,1
1,4456,1793,15.8,51641.0,2378.0,0
1,1888,827,13.4,83281.0,806.0,0
1,3775,1357,8.6,89375.0,1112.0,1
1,3374,1224,5.0,112314.0,490.0,1
1,6121,2175,5.3,100300.0,1229.0,1
1,3905,1312,2.4,86250.0,1013.0,1
1,3346,1255,14.1,48586.0,1628.0,1
1,3583,1183,24.6,43846.0,2201.0,0
1,3625,1179,18.1,52639.0,1551.0,1
1,3251,994,25.4,36436.0,2254.0,0
0,1838,586,30.4,45469.0,1055.0,0
0,1184,428,43.1,36161.0,720.0,0
1,6298,2278,18.0,66673.0,4440.0,1
1,5287,1811,17.5,54140.0,2691.0,0
1,6830,2623,10.4,68250.0,3425.0,1
1,2721,891,30.5,44032.0,1443.0,1
1,2887,1036,22.0,57458.0,1487.0,1
1,1491,557,31.2,36122.0,1063.0,0
1,6380,2016,11.0,66933.0,3638.0,1
1,1207,407,13.8,67768.0,778.0,0
1,6187,1997,7.5,86463.0,1447.0,1
0,3419,1144,7.4,66161.0,892.0,0
0,2141,710,12.7,60581.0,717.0,0
1,7351,2784,9.0,67500.0,2536.0,1
1,3471,989,16.5,70000.0,1745.0,1
1,5195,1410,20.5,62563.0,4265.0,1
0,4531,1066,17.0,59770.0,2421.0,0
1,6188,2061,9.2,83153.0,2180.0,1
1,9219,2895,4.4,90029.0,1831.0,1
1,6648,2139,3.2,85783.0,1223.0,1
1,1827,602,21.6,61932.0,651.0,1
1,6680,2090,8.2,72365.0,1817.0,1
0,4007,1200,10.3,101140.0,1154.0,0
1,1913,596,2.8,146750.0,345.0,1
1,5809,1821,6.8,146089.0,747.0,1
1,4734,1336,4.6,120658.0,754.0,1
1,2647,1104,33.3,43453.0,1657.0,1
0,1411,595,5.9,97098.0,260.0,0
0,2255,749,5.2,84706.0,1128.0,0
1,3415,2079,6.2,70043.0,697.0,1
1,1900,998,1.7,111563.0,291.0,1
1,2415,1524,13.1,56806.0,745.0,0
1,3289,2191,15.9,48306.0,1224.0,1
1,2622,1646,4.6,71304.0,468.0,1
1,1218,389,32.5,53750.0,599.0,1
1,2108,1372,7.4,54487.0,487.0,0
1,1420,833,8.3,68600.0,505.0,0
1,868,483,3.9,76797.0,73.0,1
0,1304,656,10.9,49917.0,650.0,0
1,2976,1260,13.4,61989.0,1067.0,0
1,5093,1759,31.4,40588.0,3721.0,1
1,4677,1493,9.8,64891.0,1787.0,1
1,2960,1295,2.3,109079.0,249.0,1
1,3266,1440,3.2,112854.0,494.0,1
0,4064,1344,7.3,99432.0,1350.0,0
0,3243,1235,4.5,95947.0,946.0,0
1,3427,1031,17.0,73533.0,2035.0,1
0,8,4,0.0,,0.0,0
0,107,40,40.4,,43.0,0
0,15,3,0.0,,0.0,0
1,5,1,0.0,,0.0,0
0,3950,1574,21.9,48963.0,1588.0,0
0,5544,2217,26.6,45657.0,2672.0,1
0,3182,1285,23.5,51806.0,1716.0,0
1,7251,2278,28.6,44444.0,2672.0,1
1,6114,2743,15.0,43906.0,3102.0,1
1,4226,1610,12.8,70800.0,1191.0,1
1,4133,2237,7.6,82698.0,655.0,1
1,5354,2017,35.4,35673.0,4385.0,1
1,3176,1697,20.1,38237.0,2083.0,0
1,2281,1265,6.8,60234.0,864.0,0
1,5291,2815,3.7,163125.0,365.0,1
1,4790,2278,4.5,130667.0,332.0,1
1,1443,776,1.5,128676.0,205.0,0
0,3197,1729,5.8,114853.0,466.0,0
1,2354,1410,10.2,57313.0,837.0,1
1,4639,1862,9.5,54730.0,1821.0,1
1,5322,2127,9.5,57523.0,2457.0,1
1,1506,1002,6.2,61630.0,505.0,0
1,1706,998,12.7,82159.0,666.0,1
1,10817,3891,11.1,59814.0,5309.0,1
1,5149,1993,6.3,77318.0,1067.0,1
1,8751,3406,8.4,81172.0,1764.0,1
0,2186,1102,9.9,75057.0,645.0,0
1,4860,2698,7.3,66364.0,1728.0,1
1,8580,3556,9.1,75000.0,2186.0,1
1,5607,2143,7.4,91463.0,994.0,1
1,3750,1778,17.0,54299.0,1342.0,1
1,4660,2084,18.1,50094.0,2123.0,1
1,4657,1998,11.5,60605.0,1897.0,0
0,3888,1894,13.2,56361.0,1580.0,0
0,5223,2508,9.9,58559.0,1553.0,0
1,7150,2575,13.2,48750.0,3513.0,1
0,7218,1984,25.2,44815.0,5516.0,0
0,3970,1033,17.6,54833.0,915.0,0
0,1497,610,28.5,32589.0,890.0,0
0,6296,1669,18.7,53910.0,1432.0,0
0,3774,1488,20.8,47955.0,1549.0,0
1,3488,1410,26.9,50714.0,1819.0,1
1,5317,2189,32.8,38121.0,3218.0,1
0,4140,1657,14.3,62933.0,1202.0,0
0,5323,1604,24.2,49758.0,1858.0,0
0,6274,1772,13.8,56075.0,1369.0,0
0,5342,2180,12.5,58333.0,1570.0,0
0,4325,1805,18.4,47308.0,1856.0,1
0,5885,1881,24.4,58125.0,1606.0,0
0,4496,1923,6.2,61157.0,1262.0,0
0,4380,1842,12.1,62538.0,1470.0,1
0,3164,454,8.9,46250.0,745.0,1
0,5706,2126,22.7,55848.0,2779.0,0
0,3512,1519,25.1,37066.0,2077.0,1
0,1565,721,15.9,60121.0,603.0,0
1,8804,3393,9.9,74117.0,3340.0,1
0,1634,633,27.8,38472.0,709.0,0
0,5848,2251,12.2,55461.0,2275.0,1
0,4181,1451,6.4,79167.0,1053.0,0
1,8074,3370,8.1,78519.0,1797.0,1
1,3927,1447,19.5,57708.0,2053.0,1
1,4024,1601,25.8,31324.0,2995.0,1
1,4937,2183,13.7,61885.0,2130.0,1
1,4004,1538,11.7,70500.0,1368.0,1
1,2465,1176,29.1,43233.0,1391.0,0
0,3852,1882,11.3,61438.0,1006.0,0
0,2452,1154,8.7,49477.0,827.0,0
0,4305,2125,9.9,65529.0,1168.0,0
1,4441,1996,10.6,48367.0,1308.0,1
1,3700,1763,10.3,50428.0,1671.0,1
1,4703,1768,13.3,58098.0,2759.0,1
0,4103,1864,11.6,56029.0,1202.0,0
1,3017,1157,22.3,47672.0,1629.0,1
1,3830,2104,7.3,62740.0,738.0,1
1,5157,3097,9.0,49063.0,1573.0,1
0,3158,1267,7.1,76250.0,575.0,0
1,5330,2526,17.8,61769.0,2205.0,1
0,5079,2223,24.0,37286.0,3380.0,0
1,1492,524,27.8,36728.0,847.0,1
1,7145,3082,21.7,52375.0,3513.0,1
0,4406,1990,19.8,65633.0,1784.0,0
1,2431,1019,43.6,35274.0,1559.0,1
1,2385,1143,6.0,65000.0,569.0,1
1,4315,1601,20.4,60625.0,1794.0,1
1,4399,1776,9.4,52969.0,1686.0,1
1,1348,645,18.2,56083.0,530.0,1
1,3139,1302,11.3,51739.0,1590.0,1
1,3121,1546,12.8,56912.0,1374.0,1
1,3149,1443,12.5,66569.0,1232.0,1
1,12234,4505,5.5,88633.0,3163.0,1
1,5430,2347,19.4,55208.0,2336.0,1
1,1363,696,4.9,75982.0,224.0,0
1,5043,2148,16.7,46202.0,2721.0,1
0,7551,3046,5.8,65625.0,1932.0,0
1,7290,3749,12.6,59318.0,1922.0,1
0,6960,3660,6.4,54991.0,1485.0,0
0,1773,707,18.8,68276.0,483.0,0
0,6090,2165,7.0,73611.0,2470.0,0
0,5745,2364,18.3,54364.0,2327.0,0
0,12444,4137,13.6,62148.0,4974.0,0
1,2849,838,16.3,43164.0,1368.0,1
0,5610,2011,3.5,86875.0,1362.0,0
1,7321,2875,17.7,44980.0,3645.0,1
1,4814,1584,9.7,87981.0,1712.0,1
1,17784,6472,7.6,68652.0,4509.0,1
1,6012,2595,4.1,83317.0,1119.0,1
1,9259,3275,7.9,59221.0,3476.0,1
