Urban,Pop2010,OHU2010,PovertyRate,MedianFamilyIncome,TractLOWI,LA1and10
1,3484,1395,25.4,44149.0,1763.0,0
1,3451,1491,17.1,54899.0,1172.0,0
1,4208,1732,24.8,46757.0,2191.0,0
1,3835,1867,15.0,88295.0,1645.0,0
0,7796,2849,9.1,65833.0,1940.0,0
1,4605,1848,16.8,65882.0,1931.0,1
1,4905,1935,3.7,83309.0,1167.0,1
1,5297,1993,11.2,49769.0,2590.0,1
0,2047,847,13.4,56528.0,952.0,0
1,2588,1034,7.8,62734.0,746.0,1
1,6124,2707,7.4,97262.0,1042.0,1
1,6605,2457,2.5,108693.0,450.0,1
0,2263,936,6.6,100417.0,448.0,0
1,2879,1425,9.8,69776.0,928.0,1
1,2866,1321,11.8,72750.0,761.0,1
0,6335,2694,5.5,81645.0,977.0,0
0,7499,2996,16.9,66356.0,2572.0,0
1,744,249,26.3,22453.0,604.0,1
0,6720,2489,5.5,71944.0,1860.0,1
0,4104,1796,8.3,69963.0,884.0,0
0,2982,1291,11.8,68616.0,969.0,1
0,2329,1062,7.1,64297.0,673.0,1
0,2775,1067,19.4,45089.0,1284.0,0
0,2673,1013,11.6,76739.0,622.0,1
0,2862,942,29.4,49167.0,1873.0,1
0,1839,801,8.0,69766.0,414.0,1
0,2355,975,10.3,68906.0,649.0,1
0,1910,764,9.8,78750.0,415.0,1
0,2719,1149,7.8,55119.0,860.0,0
0,1786,695,11.7,67019.0,526.0,1
0,2966,1228,4.7,80278.0,549.0,0
0,1373,610,4.4,79643.0,288.0,1
0,4451,1180,58.5,17688.0,3301.0,1
0,5161,1600,52.6,29659.0,4111.0,1
0,2261,932,16.7,63409.0,877.0,1
1,3383,1487,22.4,59902.0,1037.0,0
0,4147,1695,8.8,77188.0,906.0,0
0,4200,1757,12.5,66422.0,1265.0,0
0,4157,1716,6.9,70750.0,1099.0,0
0,2664,1048,8.3,92277.0,476.0,0
0,7578,2992,6.8,107788.0,1481.0,0
0,1667,752,9.0,64417.0,569.0,1
1,3771,1640,10.6,69688.0,981.0,0
1,3038,1386,12.9,55871.0,1362.0,1
0,5556,2409,10.4,72362.0,1589.0,0
0,3462,1146,6.3,69940.0,565.0,0
1,6575,2388,22.6,58910.0,2398.0,1
0,3807,1441,6.3,79154.0,765.0,1
0,2801,836,41.0,38068.0,1774.0,1
1,3111,1546,21.8,48973.0,1381.0,0
1,3670,1535,4.1,124194.0,604.0,1
1,4507,2025,17.4,92583.0,1741.0,1
1,3822,1656,8.8,66667.0,1077.0,1
1,4508,2013,27.3,41990.0,1995.0,1
1,3864,1599,28.2,35060.0,2009.0,0
1,2427,981,11.3,81181.0,605.0,1
0,1668,656,28.6,36328.0,893.0,0
0,4875,1964,28.4,39638.0,2351.0,0
0,5837,2297,8.4,72065.0,1699.0,0
0,5815,2317,8.0,62888.0,2249.0,0
0,6108,2444,19.9,59531.0,2063.0,0
0,3980,1708,3.1,79107.0,754.0,0
0,4887,1834,19.0,55625.0,1610.0,0
1,5372,2546,23.9,50559.0,2295.0,0
0,3302,1326,12.5,61250.0,1200.0,0
0,7376,2806,13.6,76563.0,2184.0,0
0,3672,1321,2.9,78971.0,830.0,1
0,6909,2496,12.6,52007.0,3139.0,0
0,3532,1359,15.0,58880.0,1394.0,0
1,5423,1899,11.9,59808.0,2399.0,1
0,6901,2530,30.9,40205.0,3683.0,0
1,5928,2153,13.1,50251.0,3349.0,1
1,6979,2561,20.7,53922.0,3227.0,1
0,2763,1032,19.8,61845.0,1100.0,0
0,2951,1179,7.7,70915.0,786.0,0
0,3409,1505,18.1,48828.0,1439.0,0
0,3074,1312,19.1,61411.0,1053.0,0
0,2088,902,21.2,44963.0,1067.0,1
1,3692,1599,25.8,39031.0,1917.0,1
0,4226,1745,21.9,39087.0,2184.0,0
0,3321,1342,20.9,41574.0,2040.0,0
0,5195,2089,19.4,57202.0,2798.0,0
0,4360,1266,21.3,58676.0,1495.0,0
1,2718,1110,34.8,33556.0,1665.0,0
1,5721,2470,12.3,62516.0,2379.0,1
1,5275,2407,10.0,56500.0,2861.0,1
1,3296,1378,12.0,70643.0,869.0,1
0,3217,1298,10.3,60500.0,1024.0,0
1,2700,1295,18.4,43929.0,1287.0,0
1,4243,1465,12.6,68036.0,1109.0,1
1,4680,1886,8.6,71757.0,1546.0,0
1,3227,1277,23.1,39602.0,1396.0,0
0,5812,2348,11.1,68375.0,1798.0,0
0,5524,2236,14.4,71462.0,1949.0,0
0,3986,1603,10.2,71250.0,982.0,0
1,5223,2013,8.8,70446.0,1080.0,1
1,8743,3281,6.4,100345.0,1280.0,1
1,7915,3238,12.3,59481.0,3417.0,1
0,5709,2153,6.7,77679.0,1772.0,0
0,5290,2030,17.3,68317.0,2373.0,0
0,1778,777,13.4,48802.0,732.0,0
0,4437,1868,16.3,55536.0,1743.0,0
0,1738,719,8.2,71917.0,365.0,0
0,4065,1562,16.5,65660.0,1484.0,0
0,6789,2668,10.2,69354.0,1178.0,0
1,9061,3471,6.6,67298.0,2021.0,1
0,4801,1865,12.9,65370.0,1320.0,0
0,3757,1455,9.4,78894.0,825.0,0
0,3278,1379,5.7,98681.0,499.0,0
1,2,1,0.0,,0.0,1
0,25,12,0.0,,5.0,0
1,4719,1959,18.8,58929.0,2009.0,0
1,5082,2190,17.8,52855.0,2501.0,1
1,2570,1024,28.7,40313.0,1457.0,1
1,2500,1057,43.7,24205.0,1488.0,1
1,3777,1064,24.5,42700.0,1206.0,0
1,3196,1401,18.8,56250.0,1061.0,1
1,4818,1789,28.9,36816.0,2607.0,1
1,3327,1299,26.2,33455.0,2003.0,1
1,2880,1177,20.3,47192.0,1194.0,1
1,6058,2252,24.3,50104.0,3321.0,1
0,9732,3515,12.5,68070.0,2375.0,0
1,6054,2237,9.2,63505.0,1605.0,1
1,8917,3330,6.6,77788.0,1807.0,1
1,7259,2832,8.9,61723.0,2496.0,1
0,7617,2975,15.9,74714.0,2909.0,0
1,2938,1228,15.3,60452.0,1056.0,1
0,7743,2923,14.0,74565.0,2868.0,0
0,4986,1861,12.3,56667.0,1415.0,0
0,4790,1834,19.0,58969.0,1722.0,0
0,3274,1285,35.6,38051.0,2124.0,1
0,2580,1109,34.7,36371.0,1302.0,1
0,1896,721,25.4,43813.0,911.0,1
0,4804,1959,10.5,53021.0,2103.0,0
1,5213,2128,10.1,59363.0,1823.0,1
1,4684,1816,22.8,34831.0,2089.0,0
0,4702,1973,25.4,45051.0,2273.0,0
0,2374,1007,9.9,54122.0,516.0,0
0,2999,1181,26.1,40594.0,1418.0,0
0,2604,1011,22.0,40893.0,1192.0,0
0,5586,2164,12.2,60244.0,1909.0,0
0,3859,1518,20.3,63015.0,1614.0,0
0,6602,2675,20.3,47500.0,2909.0,0
0,3340,1279,4.7,73954.0,610.0,0
0,4447,1782,16.5,46406.0,2059.0,0
0,6823,2782,27.7,56023.0,2540.0,0
0,3183,1343,25.3,42031.0,1739.0,0
1,4469,1627,14.0,64425.0,1737.0,1
0,4672,1952,18.5,59514.0,1711.0,0
0,2599,1084,16.0,53370.0,925.0,0
0,2329,937,14.1,52500.0,862.0,0
1,1995,931,21.5,47500.0,763.0,0
1,3890,1594,18.0,50788.0,1326.0,1
1,5802,2451,22.7,49269.0,2438.0,1
1,2260,938,32.8,36346.0,1291.0,1
1,4108,1728,17.1,46875.0,1660.0,1
1,2639,1085,32.0,39931.0,1329.0,1
0,3376,1409,15.3,61544.0,1285.0,0
1,2867,1357,18.4,44850.0,1037.0,1
1,3399,1311,20.9,62339.0,1348.0,1
1,2976,1283,34.2,56250.0,1415.0,1
0,1709,707,19.5,51012.0,815.0,0
1,3914,1645,33.5,38143.0,2342.0,1
0,7317,3093,23.3,50164.0,3714.0,1
1,3501,1505,24.4,43807.0,1608.0,1
0,2152,960,20.7,34601.0,1279.0,0
0,1587,695,34.2,36635.0,856.0,0
0,3932,1505,20.6,48707.0,1565.0,0
0,4243,1551,9.2,70263.0,1524.0,0
0,3643,1360,7.1,66250.0,1169.0,0
0,5307,2046,11.3,55409.0,2045.0,0
1,4145,1472,8.8,90703.0,603.0,1
0,5179,1860,15.1,64056.0,1597.0,0
0,3543,1297,8.2,60349.0,984.0,0
1,3625,1354,22.9,66583.0,1445.0,0
0,2507,998,6.7,76406.0,469.0,0
0,6913,2582,11.8,79827.0,2132.0,0
0,5870,2237,14.4,54869.0,2082.0,1
1,5482,1721,28.4,49922.0,2179.0,1
0,5779,2250,14.2,53327.0,1611.0,0
0,2710,1105,25.0,43333.0,1293.0,0
0,3068,1275,16.8,68207.0,963.0,0
0,4340,1511,26.9,40625.0,1959.0,0
0,936,343,29.6,41923.0,391.0,1
0,2876,1174,25.4,38452.0,1399.0,1
0,4190,1734,12.7,54906.0,1595.0,0
0,5744,2339,23.6,52964.0,2497.0,0
0,3929,1592,26.3,46061.0,1788.0,0
0,4420,1780,30.5,41161.0,2201.0,0
0,5051,2192,27.0,41136.0,2780.0,0
0,2810,1166,26.2,43487.0,1266.0,0
0,3964,1625,18.2,55029.0,1659.0,0
1,5988,2407,35.2,34039.0,3242.0,1
0,4022,1647,23.3,45823.0,1722.0,1
0,1678,727,22.5,40486.0,1076.0,1
0,5971,2562,28.2,27201.0,3752.0,0
0,5170,2076,13.3,57292.0,1987.0,0
0,4653,1980,33.1,37798.0,2475.0,0
0,4212,1762,21.4,51372.0,1665.0,1
0,4,2,0.0,,0.0,1
0,3842,1411,4.4,67719.0,1354.0,0
0,6780,2597,10.9,64906.0,2443.0,0
0,1828,726,9.5,59531.0,598.0,1
0,6442,2388,18.3,58261.0,2463.0,0
1,5536,2298,10.5,61845.0,1740.0,1
0,4005,1628,8.5,48404.0,1649.0,0
0,4290,1615,21.8,50833.0,2315.0,0
1,3932,1649,16.1,71818.0,1699.0,1
0,5982,2380,4.4,67248.0,1581.0,0
1,4093,1719,27.8,36756.0,2552.0,1
1,6052,2507,21.1,60100.0,2534.0,1
0,14,8,0.0,,4.0,0
0,2268,914,17.5,55078.0,813.0,0
1,4247,1644,22.4,53973.0,1758.0,1
0,1895,752,22.0,53403.0,904.0,0
0,2355,955,19.2,47660.0,1070.0,0
0,3821,1444,16.1,53614.0,1560.0,0
1,3423,1694,13.0,60404.0,1140.0,1
1,5392,2696,8.8,53839.0,1817.0,1
0,6142,2480,8.4,59107.0,1947.0,0
0,3346,1228,26.9,46016.0,1277.0,0
0,4414,1751,14.0,49942.0,1605.0,1
1,6089,2570,23.0,43529.0,3319.0,1
0,2516,1059,24.0,36894.0,1458.0,0
1,4024,1589,33.9,31888.0,2153.0,1
0,4688,1935,10.0,58672.0,2015.0,0
0,3424,1517,12.6,54707.0,1307.0,0
0,1998,805,6.0,56616.0,636.0,0
1,1951,867,5.8,57700.0,901.0,1
0,4561,1909,13.5,47102.0,1677.0,1
0,4085,1691,16.1,53371.0,1839.0,0
0,2377,959,5.7,75875.0,756.0,0
0,3070,1302,8.5,79583.0,824.0,0
0,4268,1627,10.6,69767.0,1019.0,0
0,2668,908,19.3,60029.0,1151.0,0
0,4041,1669,17.5,71540.0,1559.0,0
0,3530,1452,4.9,80089.0,590.0,0
1,3676,1501,17.8,57865.0,1608.0,1
1,2104,850,22.0,56094.0,682.0,0
1,4539,2207,21.4,62895.0,2048.0,0
1,4494,1838,11.0,45060.0,2160.0,0
1,5588,2387,25.8,41431.0,3781.0,1
1,5029,2240,12.0,72277.0,2022.0,1
1,4706,1915,22.3,59250.0,2568.0,1
1,5007,1977,10.3,63125.0,1817.0,1
1,3442,1225,21.8,48922.0,1803.0,1
1,4431,1848,17.7,54712.0,1952.0,0
1,3034,1616,20.5,31944.0,1983.0,0
1,5363,2267,12.6,52852.0,2065.0,1
1,3274,1518,10.5,68324.0,1195.0,0
1,2952,1210,9.4,64426.0,1071.0,1
1,4810,1692,29.3,34875.0,3405.0,1
1,2888,1152,41.1,31587.0,1959.0,1
1,5953,2273,18.3,40434.0,3731.0,0
1,2643,1112,19.1,48750.0,1083.0,0
1,3921,1753,8.4,84968.0,992.0,1
1,4133,1826,12.5,70724.0,894.0,0
1,5317,1932,25.1,40625.0,2888.0,0
1,4461,1854,19.5,50179.0,1776.0,0
1,3724,1699,11.5,76989.0,975.0,1
1,4751,2072,10.0,79881.0,1249.0,1
1,6044,2263,15.7,72639.0,1935.0,0
1,2673,997,35.3,30403.0,1634.0,0
1,2429,941,24.4,41500.0,1006.0,0
1,2431,1130,4.9,118036.0,321.0,0
1,2056,1027,11.4,95938.0,419.0,0
1,1999,727,30.2,38162.0,1302.0,0
1,5150,2003,43.1,33178.0,3572.0,1
1,2376,903,25.6,60216.0,967.0,1
1,4835,1982,34.4,42429.0,2760.0,1
1,4546,1141,25.4,49297.0,1339.0,1
1,1938,5,0.0,,0.0,1
0,2190,892,13.2,68750.0,676.0,0
1,2936,1272,3.6,56000.0,688.0,0
1,3287,1319,10.9,69663.0,910.0,1
1,4004,1630,18.0,71250.0,1389.0,0
1,3746,2014,4.9,123661.0,661.0,0
1,1936,934,20.0,80658.0,811.0,0
1,3616,1153,50.5,25900.0,2557.0,1
1,2120,133,39.4,,241.0,1
1,5834,2286,36.3,39306.0,3713.0,0
1,1623,642,28.2,38750.0,986.0,0
1,1646,642,49.1,25391.0,1291.0,0
1,2249,851,55.4,16518.0,1279.0,0
1,1816,743,18.3,33800.0,1088.0,1
1,1250,529,31.5,38971.0,856.0,0
1,3127,1040,74.7,12776.0,3268.0,1
1,4026,1787,9.6,68571.0,948.0,0
1,2578,1158,8.1,75625.0,396.0,0
1,5804,2640,6.6,77571.0,759.0,1
1,5642,2342,11.8,102321.0,1320.0,1
1,4109,1641,13.0,72569.0,1288.0,1
1,2926,1287,17.0,46771.0,1300.0,1
1,4401,1837,8.2,64827.0,1580.0,1
1,3383,1684,14.9,69814.0,839.0,1
1,3924,1889,14.4,52652.0,1460.0,1
1,3411,1949,6.2,81908.0,635.0,0
1,7820,3579,8.1,87092.0,1504.0,1
1,6772,3032,5.5,61742.0,2376.0,1
1,6223,1520,23.8,45750.0,1956.0,1
1,4245,1492,18.9,62984.0,1376.0,0
1,4775,1490,29.9,42474.0,3346.0,0
1,2368,993,11.0,75625.0,597.0,0
1,5712,2142,10.7,54667.0,2711.0,0
1,4639,1777,7.1,76023.0,1539.0,1
1,7033,2462,25.2,44097.0,4007.0,1
1,3913,1525,8.0,87047.0,1209.0,1
1,5335,2127,17.2,37022.0,3145.0,0
1,4509,2152,11.1,71809.0,1366.0,1
1,4906,2276,14.0,61467.0,1518.0,1
1,5820,2483,23.8,45933.0,3178.0,0
1,2683,898,15.1,49787.0,1504.0,1
1,3224,1500,9.8,46038.0,1734.0,0
1,4379,2201,16.5,64276.0,2472.0,0
1,3189,1293,10.0,71061.0,1675.0,1
1,8758,2998,7.3,81755.0,3023.0,1
1,1600,579,17.6,58977.0,555.0,0
1,5882,2436,26.2,42153.0,3422.0,0
1,2771,814,21.1,37255.0,2001.0,0
1,4294,1876,16.2,48983.0,2426.0,0
1,2864,1149,57.4,26875.0,1517.0,1
1,874,374,22.2,37396.0,522.0,1
1,2047,895,22.5,36038.0,1228.0,1
1,3299,1525,25.8,55938.0,1425.0,1
1,2189,946,47.3,43533.0,1587.0,0
1,4402,1153,20.6,99583.0,606.0,0
1,4478,192,13.2,61250.0,239.0,0
1,2436,1671,26.8,112798.0,1080.0,0
1,5398,2722,7.3,202054.0,475.0,0
1,4194,2279,9.3,146014.0,921.0,0
1,4514,2254,5.1,126923.0,730.0,0
1,3865,1386,9.2,116250.0,717.0,0
1,1749,943,7.4,110000.0,520.0,0
1,1335,634,27.5,39000.0,793.0,1
1,3368,1188,17.0,39737.0,1995.0,1
1,2238,888,15.5,49567.0,1025.0,0
1,5907,2541,26.6,43684.0,2950.0,0
1,2951,1258,30.6,50788.0,1387.0,0
1,2081,886,2.3,166667.0,310.0,1
1,4382,1532,7.9,131667.0,399.0,1
1,5145,2767,9.3,116042.0,1098.0,0
1,4455,2131,6.3,162527.0,492.0,0
1,4326,2321,3.9,167059.0,510.0,1
1,4742,2433,4.4,156685.0,565.0,0
1,4700,2179,29.0,32256.0,2949.0,0
1,3529,1807,5.9,135536.0,592.0,0
1,2958,1256,2.7,111198.0,261.0,1
1,6486,3461,17.9,75234.0,2596.0,1
1,1434,556,1.2,177000.0,43.0,1
0,7368,2903,14.7,100625.0,1641.0,0
0,2651,1010,1.1,96786.0,230.0,0
1,5992,3038,10.3,76842.0,2076.0,1
1,4407,2259,17.1,89643.0,1145.0,1
1,4760,1822,1.9,119063.0,634.0,1
1,3813,1401,5.2,105985.0,559.0,1
1,3417,1239,0.4,116576.0,143.0,1
1,4010,2194,3.7,83939.0,692.0,1
1,2770,1569,8.9,73158.0,879.0,0
1,5328,2052,2.9,203625.0,208.0,1
0,2286,838,5.0,215000.0,232.0,0
1,4158,1561,2.8,200326.0,245.0,1
0,3362,1311,0.4,171964.0,161.0,0
1,5462,2504,4.3,122056.0,642.0,1
1,3149,1681,8.9,95938.0,427.0,0
1,4868,2018,8.8,125395.0,537.0,1
1,2683,1278,20.9,67292.0,1239.0,0
1,2454,1104,11.6,69702.0,658.0,1
1,3844,1509,15.2,60708.0,1284.0,0
1,2898,1292,11.6,62321.0,1386.0,1
1,5032,1692,26.8,50568.0,2215.0,0
1,4407,1485,31.1,43106.0,2831.0,0
1,3172,1212,31.1,35486.0,2353.0,0
1,5473,1732,16.7,52188.0,2179.0,0
1,5502,2267,21.0,49620.0,2868.0,0
1,3710,1874,9.6,67297.0,1072.0,0
1,3248,1157,35.4,29977.0,2203.0,0
1,4692,1566,20.6,52653.0,2974.0,1
1,3749,1286,12.7,53750.0,1717.0,0
1,4163,1856,17.3,49012.0,1989.0,1
1,3912,1398,13.3,69167.0,1963.0,1
1,9429,4082,6.5,110313.0,1960.0,1
1,3654,1400,6.9,111406.0,521.0,1
1,6340,2782,13.3,85000.0,1570.0,1
1,3948,1327,10.2,82460.0,1355.0,1
1,4780,2345,17.2,57125.0,2122.0,1
1,3497,1563,24.0,44539.0,1678.0,0
1,3523,1289,69.9,10895.0,3021.0,0
1,3639,1868,27.5,95284.0,1852.0,0
1,5916,2758,19.5,152703.0,1964.0,0
1,3764,1711,11.6,66445.0,1158.0,1
0,1904,825,18.7,55156.0,875.0,0
0,5024,2078,22.0,43160.0,2261.0,0
0,1828,743,20.0,48478.0,943.0,0
0,3001,1281,16.3,55625.0,1175.0,0
0,2135,914,16.9,74722.0,808.0,0
0,4378,1633,23.6,49259.0,2517.0,0
1,6763,2680,18.6,48649.0,3142.0,1
0,5447,2193,10.5,56086.0,1858.0,0
0,4210,1568,12.3,61071.0,1321.0,1
0,6625,2446,18.3,61023.0,3030.0,0
0,6376,2439,10.7,65709.0,2219.0,0
0,2986,1146,5.3,81221.0,647.0,0
0,6002,2222,8.0,76554.0,1621.0,0
1,5758,2448,7.9,63780.0,1909.0,1
1,3136,1198,10.5,70208.0,923.0,1
0,3647,1438,24.8,43145.0,1947.0,0
0,6538,2554,25.9,47894.0,2957.0,0
0,4388,1648,17.1,50742.0,1536.0,0
0,6978,2689,19.4,57417.0,2629.0,0
1,5855,2593,17.6,65395.0,2272.0,1
1,5640,2255,22.8,49608.0,2142.0,1
1,6420,2416,28.7,36465.0,3893.0,1
0,2346,890,9.5,67188.0,842.0,0
0,2716,1090,14.2,42664.0,1151.0,0
0,3415,1337,16.1,58365.0,1136.0,0
0,4965,1913,9.6,58491.0,1890.0,0
0,2951,1156,23.0,48173.0,1350.0,0
0,2897,1073,16.9,86053.0,1128.0,0
0,3291,1189,3.9,82083.0,808.0,0
0,3945,1497,5.7,85455.0,870.0,0
1,5200,1950,3.2,71940.0,838.0,1
0,4451,1632,33.0,51750.0,1918.0,0
0,4044,1624,15.6,55625.0,1833.0,0
0,4072,1504,17.9,56667.0,1887.0,1
0,2242,889,16.0,73472.0,547.0,0
0,2603,1011,11.3,98083.0,749.0,0
0,2717,980,15.8,78077.0,576.0,1
0,3174,1326,18.2,53646.0,1171.0,0
0,4531,1917,28.8,34464.0,2874.0,0
0,5502,2209,16.3,40712.0,2221.0,0
0,4752,1798,23.5,41005.0,2681.0,0
0,3654,1459,26.1,48148.0,1776.0,0
0,6046,2418,11.9,70385.0,1564.0,0
0,5257,2102,12.6,49456.0,2168.0,0
0,3167,1205,10.1,62202.0,687.0,0
1,7240,3023,11.0,57819.0,2848.0,1
1,3850,1552,20.3,51505.0,1824.0,1
0,5040,2052,20.5,57788.0,1445.0,0
0,3758,1042,14.9,71058.0,776.0,0
0,3040,1158,10.3,57583.0,1204.0,1
0,2568,1057,15.4,50133.0,1024.0,0
1,3712,1451,23.9,44107.0,1761.0,1
0,2609,997,17.3,53393.0,1040.0,0
0,5197,2131,12.9,53042.0,2441.0,0
1,6051,2409,19.6,52365.0,2412.0,1
0,1825,696,4.5,52692.0,721.0,0
1,5925,2447,24.9,48329.0,2440.0,1
0,1273,527,4.4,52768.0,459.0,0
1,2658,1120,37.2,31912.0,1699.0,1
1,7211,2905,24.3,46394.0,3708.0,1
0,5850,2054,4.0,89769.0,1337.0,0
0,1165,457,9.3,57321.0,450.0,0
0,3635,1438,12.5,61111.0,1250.0,0
0,4,1,0.0,,0.0,0
0,3362,1303,15.6,51941.0,1380.0,1
0,4735,1764,19.8,56450.0,2032.0,0
0,6441,2626,10.4,63864.0,1429.0,0
0,2831,1225,16.5,52639.0,1163.0,0
0,4510,1878,13.6,58589.0,1812.0,0
0,2814,1109,16.4,51199.0,1372.0,1
0,1794,736,12.0,53611.0,657.0,0
0,2998,1234,13.7,59792.0,925.0,0
0,3955,1563,21.1,41705.0,1886.0,0
0,4692,1826,12.9,63477.0,1774.0,0
0,6337,2531,20.4,50746.0,2644.0,0
0,2657,1036,21.6,55347.0,1254.0,0
0,5016,2073,17.7,50697.0,1837.0,0
1,6613,2779,34.1,38093.0,3202.0,1
0,3100,1022,9.4,64750.0,520.0,0
1,5593,2494,15.1,53320.0,1874.0,1
1,5432,2106,8.3,50542.0,2682.0,1
1,6935,2922,12.0,44295.0,2886.0,1
0,3919,1620,14.8,62933.0,1482.0,0
0,2538,1057,11.6,41393.0,1217.0,0
0,4256,1739,15.1,52500.0,1724.0,0
1,5215,2093,11.4,52847.0,1518.0,1
0,7790,3159,18.7,46672.0,3820.0,0
0,3576,1474,16.0,57147.0,1458.0,1
0,3529,1386,21.5,61821.0,1561.0,0
0,4386,1706,22.5,40329.0,2228.0,0
0,2741,1147,19.6,46154.0,1101.0,1
0,3208,1314,23.3,53875.0,1337.0,1
0,2770,1084,23.2,37670.0,1431.0,1
0,1567,606,17.1,58036.0,560.0,0
0,4075,1560,25.4,44600.0,2007.0,0
0,5291,2155,25.8,41288.0,2587.0,0
1,6546,2552,26.4,38352.0,4142.0,0
1,5439,2241,19.7,45220.0,2287.0,1
1,3252,1237,51.6,21299.0,2472.0,1
1,6050,2294,27.1,42298.0,3423.0,1
1,2966,1248,20.4,54856.0,1002.0,1
1,7328,2892,7.8,57539.0,2317.0,1
0,5906,2327,17.0,51959.0,2274.0,0
1,3233,1291,33.8,35313.0,1700.0,1
1,4978,1901,20.3,54850.0,2061.0,1
0,5263,2095,13.1,56374.0,1457.0,0
1,5229,2061,11.3,72778.0,1550.0,1
1,6354,2421,7.0,72120.0,1587.0,1
1,3143,1273,31.9,28897.0,2693.0,1
1,3003,1519,8.1,121827.0,636.0,0
1,3810,1832,11.3,105591.0,1177.0,1
1,1348,582,18.0,51500.0,643.0,0
1,1774,721,29.2,47604.0,851.0,1
1,3513,1339,33.9,29479.0,1895.0,1
1,2064,664,46.1,34615.0,1246.0,1
1,2066,651,17.5,48750.0,875.0,0
1,2481,1529,65.7,10156.0,2403.0,1
1,2741,1223,10.7,54911.0,806.0,1
1,3959,1581,46.0,24118.0,2663.0,1
1,1211,600,19.6,114583.0,591.0,1
1,1492,575,31.4,25909.0,919.0,0
1,4256,1490,46.0,32610.0,4112.0,1
1,4773,1827,41.5,32135.0,3240.0,1
1,2734,796,40.0,33750.0,1597.0,0
1,3832,1783,10.6,83125.0,770.0,1
1,2662,1195,20.9,48182.0,1290.0,1
1,2380,976,15.8,44265.0,1085.0,0
1,1708,772,30.9,66250.0,554.0,1
1,3385,1328,10.4,46220.0,1325.0,1
1,6477,2709,12.8,61142.0,2719.0,1
1,4343,2160,24.2,34405.0,1872.0,0
0,5947,2238,12.5,84712.0,1329.0,0
0,3556,1350,4.3,74864.0,978.0,0
0,3952,1497,9.3,65750.0,1298.0,0
0,3414,1295,12.9,89487.0,837.0,0
0,4284,1698,12.9,61488.0,1397.0,0
1,2942,1085,6.8,75924.0,983.0,1
1,5412,1962,6.1,75114.0,985.0,1
0,3090,1206,4.3,85054.0,632.0,0
1,3817,1388,14.1,66602.0,1398.0,1
1,5668,2434,12.9,51671.0,1978.0,1
1,6630,2515,4.3,88811.0,1571.0,1
1,5126,1952,5.3,68164.0,1264.0,1
1,3935,1493,7.1,110139.0,544.0,1
0,6944,2854,4.8,86047.0,1473.0,0
1,6323,2913,4.0,101440.0,1007.0,1
1,5095,2167,22.0,68750.0,1663.0,0
1,1897,762,7.2,85765.0,569.0,1
1,5817,2568,17.5,71014.0,2263.0,1
1,6255,2691,8.1,71532.0,1583.0,1
1,3071,1380,18.1,95893.0,1079.0,1
1,2834,1366,13.9,68424.0,993.0,1
1,2747,1318,20.4,57778.0,1103.0,0
1,4120,1912,18.0,50729.0,1642.0,0
1,1457,609,12.8,64792.0,498.0,0
1,1007,441,19.6,60847.0,326.0,1
1,6108,2966,11.3,71346.0,1647.0,1
0,1781,736,7.6,70893.0,507.0,0
1,6819,2482,4.8,107234.0,893.0,1
1,6444,2578,2.1,119250.0,461.0,1
1,8321,3160,5.9,103682.0,1689.0,1
1,6235,1730,6.7,91680.0,911.0,1
1,5055,1999,10.2,64363.0,2060.0,1
1,7268,2324,9.5,92546.0,1723.0,1
1,5057,1752,10.9,79762.0,1595.0,1
1,6599,2859,10.8,91484.0,1589.0,1
1,5463,2222,8.3,92561.0,1206.0,1
1,3989,1368,1.4,119023.0,419.0,1
1,5475,1971,4.8,101629.0,1039.0,1
1,4485,2125,10.5,66758.0,1993.0,1
1,5802,2451,8.5,52440.0,2182.0,1
1,3910,1767,11.4,63036.0,1528.0,1
1,7813,3110,4.2,67016.0,1765.0,1
1,2716,1199,12.1,65181.0,1267.0,0
1,5664,2635,15.3,63712.0,2371.0,1
1,3813,1594,23.1,40377.0,1601.0,1
1,3704,1791,6.9,52077.0,1075.0,0
1,3194,1449,5.4,64848.0,1243.0,1
1,7951,2829,2.9,85848.0,573.0,1
1,5605,2585,29.4,56292.0,2641.0,1
1,4341,1996,14.1,58686.0,1590.0,0
1,6481,2841,10.3,59757.0,1925.0,0
1,1706,777,8.4,40793.0,782.0,0
1,1832,731,2.8,155938.0,212.0,1
1,5725,2487,15.9,64602.0,2180.0,1
1,2908,1172,26.1,33750.0,1566.0,0
1,4609,1756,27.3,47303.0,2495.0,1
1,5092,1019,42.8,131027.0,1282.0,1
1,1,1,0.0,,0.0,0
0,2,1,0.0,,0.0,0
0,2809,1166,15.5,40648.0,1362.0,0
0,4010,1659,32.8,42344.0,1946.0,0
0,3959,1588,14.1,56875.0,1780.0,1
0,6470,1174,23.6,55616.0,1145.0,0
0,3798,1486,20.8,54219.0,1739.0,0
0,5781,2197,22.4,46080.0,2425.0,0
0,4463,1794,22.3,45769.0,2061.0,0
0,2782,1062,21.9,35625.0,1587.0,1
0,3921,1479,13.2,53291.0,1582.0,1
0,4531,1873,20.1,42257.0,2214.0,0
1,3865,1517,16.5,75898.0,971.0,1
1,5037,2111,38.5,38986.0,3294.0,1
0,5555,2249,13.0,52500.0,1666.0,1
0,3117,1414,18.9,54397.0,1278.0,0
